2025-03-02 00:48:50,488 INFO    MainThread:549801 [wandb_setup.py:_flush():68] Current SDK version is 0.19.6
2025-03-02 00:48:50,489 INFO    MainThread:549801 [wandb_setup.py:_flush():68] Configure stats pid to 549801
2025-03-02 00:48:50,489 INFO    MainThread:549801 [wandb_setup.py:_flush():68] Loading settings from /home/dbaek/.config/wandb/settings
2025-03-02 00:48:50,489 INFO    MainThread:549801 [wandb_setup.py:_flush():68] Loading settings from /weka/scratch/weka/tegmark/dbaek/deepseek-diff/src/wandb/settings
2025-03-02 00:48:50,489 INFO    MainThread:549801 [wandb_setup.py:_flush():68] Loading settings from environment variables
2025-03-02 00:48:50,489 INFO    MainThread:549801 [wandb_init.py:setup_run_log_directory():637] Logging user logs to /weka/scratch/weka/tegmark/dbaek/deepseek-diff/src/wandb/run-20250302_004850-fhk4w32y/logs/debug.log
2025-03-02 00:48:50,489 INFO    MainThread:549801 [wandb_init.py:setup_run_log_directory():638] Logging internal logs to /weka/scratch/weka/tegmark/dbaek/deepseek-diff/src/wandb/run-20250302_004850-fhk4w32y/logs/debug-internal.log
2025-03-02 00:48:50,489 INFO    MainThread:549801 [wandb_init.py:init():756] calling init triggers
2025-03-02 00:48:50,489 INFO    MainThread:549801 [wandb_init.py:init():761] wandb.init called with sweep_config: {}
config: {'_wandb': {}}
2025-03-02 00:48:50,489 INFO    MainThread:549801 [wandb_init.py:init():789] starting backend
2025-03-02 00:48:50,717 INFO    MainThread:549801 [wandb_init.py:init():793] sending inform_init request
2025-03-02 00:48:50,726 INFO    MainThread:549801 [backend.py:_multiprocessing_setup():97] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2025-03-02 00:48:50,726 INFO    MainThread:549801 [wandb_init.py:init():808] backend started and connected
2025-03-02 00:48:50,730 INFO    MainThread:549801 [wandb_init.py:init():901] updated telemetry
2025-03-02 00:48:50,741 INFO    MainThread:549801 [wandb_init.py:init():936] communicating run to backend with 90.0 second timeout
2025-03-02 00:48:51,044 INFO    MainThread:549801 [wandb_init.py:init():994] starting run threads in backend
2025-03-02 00:48:52,341 INFO    MainThread:549801 [wandb_run.py:_console_start():2385] atexit reg
2025-03-02 00:48:52,341 INFO    MainThread:549801 [wandb_run.py:_redirect():2235] redirect: wrap_raw
2025-03-02 00:48:52,341 INFO    MainThread:549801 [wandb_run.py:_redirect():2300] Wrapping output streams.
2025-03-02 00:48:52,341 INFO    MainThread:549801 [wandb_run.py:_redirect():2325] Redirects installed.
2025-03-02 00:48:52,345 INFO    MainThread:549801 [wandb_init.py:init():1036] run started, returning control to user process
2025-03-02 05:41:16,153 WARNING MsgRouterThr:549801 [router.py:message_loop():75] message_loop has been closed
